Id,y
50321.000,1.921
50322.000,1.892
50323.000,1.556
50324.000,1.807
50325.000,1.578
50326.000,1.628
50327.000,1.818
50328.000,1.615
50329.000,2.235
50330.000,1.745
50331.000,1.869
50332.000,1.861
50333.000,1.814
50334.000,1.939
50335.000,1.518
50336.000,1.831
50337.000,1.813
50338.000,1.622
50339.000,1.718
50340.000,1.803
50341.000,1.741
50342.000,1.722
50343.000,1.452
50344.000,1.594
50345.000,2.053
50346.000,1.416
50347.000,1.676
50348.000,2.192
50349.000,1.220
50350.000,1.750
50351.000,1.565
50352.000,1.828
50353.000,1.619
50354.000,1.561
50355.000,1.913
50356.000,1.942
50357.000,1.909
50358.000,1.948
50359.000,1.945
50360.000,1.710
50361.000,1.920
50362.000,1.870
50363.000,1.750
50364.000,1.961
50365.000,1.774
50366.000,1.565
50367.000,1.644
50368.000,1.779
50369.000,2.375
50370.000,2.105
50371.000,1.655
50372.000,2.026
50373.000,1.554
50374.000,1.757
50375.000,1.400
50376.000,1.937
50377.000,1.475
50378.000,2.034
50379.000,2.120
50380.000,1.509
50381.000,1.890
50382.000,1.759
50383.000,1.569
50384.000,1.415
50385.000,1.845
50386.000,1.978
50387.000,1.898
50388.000,1.452
50389.000,1.657
50390.000,1.617
50391.000,2.004
50392.000,2.328
50393.000,1.666
50394.000,1.826
50395.000,1.851
50396.000,2.000
50397.000,1.518
50398.000,1.403
50399.000,1.632
50400.000,1.941
50401.000,1.517
50402.000,1.544
50403.000,2.045
50404.000,1.457
50405.000,2.223
50406.000,2.077
50407.000,1.566
50408.000,1.664
50409.000,1.693
50410.000,1.255
50411.000,1.724
50412.000,1.806
50413.000,1.660
50414.000,1.685
50415.000,1.748
50416.000,1.941
50417.000,1.649
50418.000,2.154
50419.000,2.063
50420.000,1.826
50421.000,1.968
50422.000,1.997
50423.000,2.011
50424.000,1.597
50425.000,1.632
50426.000,1.740
50427.000,2.103
50428.000,1.842
50429.000,1.441
50430.000,1.929
50431.000,1.774
50432.000,1.345
50433.000,1.461
50434.000,1.784
50435.000,1.903
50436.000,1.721
50437.000,1.905
50438.000,1.231
50439.000,1.899
50440.000,1.822
50441.000,1.791
50442.000,2.155
50443.000,2.030
50444.000,1.878
50445.000,1.247
50446.000,1.961
50447.000,1.659
50448.000,1.393
50449.000,1.723
50450.000,1.867
50451.000,1.961
50452.000,2.158
50453.000,1.810
50454.000,1.740
50455.000,1.813
50456.000,1.668
50457.000,1.509
50458.000,1.607
50459.000,1.752
50460.000,1.569
50461.000,1.556
50462.000,1.799
50463.000,2.022
50464.000,1.630
50465.000,1.686
50466.000,1.263
50467.000,1.718
50468.000,2.114
50469.000,1.775
50470.000,1.784
50471.000,1.836
50472.000,1.351
50473.000,1.628
50474.000,1.882
50475.000,1.797
50476.000,1.611
50477.000,1.803
50478.000,1.719
50479.000,1.695
50480.000,1.691
50481.000,1.929
50482.000,1.849
50483.000,1.596
50484.000,1.703
50485.000,1.565
50486.000,1.854
50487.000,1.633
50488.000,1.892
50489.000,2.164
50490.000,1.757
50491.000,1.872
50492.000,1.678
50493.000,1.758
50494.000,2.113
50495.000,1.478
50496.000,1.827
50497.000,1.649
50498.000,1.671
50499.000,1.748
50500.000,1.801
50501.000,1.496
50502.000,1.604
50503.000,1.781
50504.000,1.597
50505.000,1.648
50506.000,1.554
50507.000,1.736
50508.000,1.973
50509.000,1.596
50510.000,1.508
50511.000,1.686
50512.000,1.818
50513.000,1.601
50514.000,1.736
50515.000,1.694
50516.000,1.704
50517.000,1.908
50518.000,1.227
50519.000,1.462
50520.000,2.118
50521.000,1.931
50522.000,1.723
50523.000,1.846
50524.000,2.015
50525.000,1.751
50526.000,1.681
50527.000,1.450
50528.000,1.802
50529.000,1.608
50530.000,1.782
50531.000,1.838
50532.000,1.891
50533.000,1.750
50534.000,1.536
50535.000,1.929
50536.000,1.718
50537.000,1.425
50538.000,1.927
50539.000,1.757
50540.000,2.420
50541.000,1.969
50542.000,1.642
50543.000,1.688
50544.000,1.732
50545.000,1.593
50546.000,2.075
50547.000,2.250
50548.000,1.667
50549.000,2.102
50550.000,1.634
50551.000,1.470
50552.000,1.935
50553.000,1.681
50554.000,2.236
50555.000,1.604
50556.000,1.706
50557.000,1.925
50558.000,1.922
50559.000,1.680
50560.000,1.950
50561.000,1.982
50562.000,1.863
50563.000,1.612
50564.000,1.885
50565.000,2.279
50566.000,1.756
50567.000,2.195
50568.000,2.020
50569.000,1.375
50570.000,1.474
50571.000,1.848
50572.000,1.796
50573.000,1.410
50574.000,1.380
50575.000,1.831
50576.000,1.489
50577.000,1.552
50578.000,1.831
50579.000,1.706
50580.000,1.763
50581.000,1.775
50582.000,1.983
50583.000,1.924
50584.000,1.486
50585.000,1.840
50586.000,2.020
50587.000,1.828
50588.000,1.777
50589.000,1.820
50590.000,1.939
50591.000,1.955
50592.000,2.127
50593.000,1.387
50594.000,1.863
50595.000,1.508
50596.000,1.923
50597.000,1.595
50598.000,1.219
50599.000,1.915
50600.000,1.539
50601.000,1.693
50602.000,2.411
50603.000,1.382
50604.000,1.431
50605.000,1.905
50606.000,1.684
50607.000,1.739
50608.000,2.168
50609.000,2.093
50610.000,1.673
50611.000,2.161
50612.000,1.953
50613.000,1.791
50614.000,1.473
50615.000,1.511
50616.000,1.571
50617.000,1.864
50618.000,1.478
50619.000,1.829
50620.000,1.241
50621.000,1.563
50622.000,1.838
50623.000,2.158
50624.000,1.955
50625.000,1.600
50626.000,1.685
50627.000,1.944
50628.000,1.761
50629.000,1.672
50630.000,1.843
50631.000,1.841
50632.000,1.852
50633.000,1.787
50634.000,1.659
50635.000,1.582
50636.000,1.917
50637.000,1.433
50638.000,2.073
50639.000,1.817
50640.000,1.858
50641.000,2.337
50642.000,1.603
50643.000,1.657
50644.000,1.675
50645.000,1.834
50646.000,1.865
50647.000,1.841
50648.000,1.406
50649.000,1.873
50650.000,1.786
50651.000,1.673
50652.000,2.232
50653.000,1.776
50654.000,1.674
50655.000,1.857
50656.000,1.673
50657.000,1.733
50658.000,1.374
50659.000,1.969
50660.000,2.109
50661.000,1.981
50662.000,1.671
50663.000,1.729
50664.000,1.500
50665.000,1.683
50666.000,1.953
50667.000,1.751
50668.000,1.535
50669.000,2.236
50670.000,1.559
50671.000,1.758
50672.000,1.600
50673.000,1.587
50674.000,1.855
50675.000,2.013
50676.000,1.577
50677.000,2.089
50678.000,1.686
50679.000,2.195
50680.000,1.604
50681.000,1.881
50682.000,1.506
50683.000,1.607
50684.000,2.025
50685.000,1.658
50686.000,1.615
50687.000,1.568
50688.000,1.523
50689.000,1.844
50690.000,2.170
50691.000,1.696
50692.000,1.543
50693.000,1.620
50694.000,1.940
50695.000,1.497
50696.000,2.155
50697.000,1.392
50698.000,1.658
50699.000,2.187
50700.000,1.367
50701.000,1.532
50702.000,1.589
50703.000,2.023
50704.000,1.766
50705.000,1.874
50706.000,1.738
50707.000,1.674
50708.000,1.677
50709.000,1.650
50710.000,1.708
50711.000,1.779
50712.000,1.640
50713.000,1.839
50714.000,2.019
50715.000,1.527
50716.000,1.291
50717.000,1.647
50718.000,1.766
50719.000,2.248
50720.000,1.717
50721.000,1.628
50722.000,1.801
50723.000,1.492
50724.000,1.821
50725.000,1.670
50726.000,1.512
50727.000,1.670
50728.000,1.970
50729.000,1.668
50730.000,1.945
50731.000,1.484
50732.000,1.791
50733.000,1.087
50734.000,1.269
50735.000,1.586
50736.000,1.652
50737.000,1.933
50738.000,1.725
50739.000,2.119
50740.000,1.458
50741.000,1.536
50742.000,1.538
50743.000,1.765
50744.000,1.784
50745.000,1.435
50746.000,1.552
50747.000,1.660
50748.000,1.627
50749.000,1.886
50750.000,1.367
50751.000,1.368
50752.000,1.698
50753.000,1.737
50754.000,1.730
50755.000,1.506
50756.000,1.728
50757.000,1.791
50758.000,1.445
50759.000,1.669
50760.000,1.603
50761.000,1.985
50762.000,1.870
50763.000,1.857
50764.000,1.751
50765.000,1.618
50766.000,2.056
50767.000,2.143
50768.000,1.261
50769.000,1.674
50770.000,1.997
50771.000,2.061
50772.000,2.067
50773.000,1.643
50774.000,1.568
50775.000,1.716
50776.000,1.810
50777.000,1.992
50778.000,1.448
50779.000,2.012
50780.000,1.490
50781.000,1.687
50782.000,1.743
50783.000,1.547
50784.000,1.393
50785.000,2.096
50786.000,1.346
50787.000,2.003
50788.000,1.570
50789.000,1.535
50790.000,1.408
50791.000,1.422
50792.000,1.931
50793.000,1.671
50794.000,1.690
50795.000,1.836
50796.000,1.523
50797.000,1.636
50798.000,1.720
50799.000,1.919
50800.000,1.842
50801.000,1.391
50802.000,2.045
50803.000,1.472
50804.000,2.097
50805.000,1.719
50806.000,1.528
50807.000,1.763
50808.000,1.656
50809.000,1.601
50810.000,1.639
50811.000,1.336
50812.000,1.881
50813.000,1.923
50814.000,1.914
50815.000,2.069
50816.000,1.775
50817.000,1.639
50818.000,1.537
50819.000,1.817
50820.000,1.630
50821.000,2.075
50822.000,1.699
50823.000,1.649
50824.000,1.773
50825.000,1.859
50826.000,2.004
50827.000,1.668
50828.000,1.732
50829.000,1.947
50830.000,1.265
50831.000,2.000
50832.000,1.858
50833.000,1.600
50834.000,2.107
50835.000,1.686
50836.000,1.791
50837.000,1.723
50838.000,1.843
50839.000,2.027
50840.000,1.881
50841.000,1.706
50842.000,1.715
50843.000,1.853
50844.000,1.658
50845.000,1.803
50846.000,1.972
50847.000,1.514
50848.000,2.171
50849.000,2.067
50850.000,1.685
50851.000,1.576
50852.000,1.548
50853.000,1.755
50854.000,1.442
50855.000,1.904
50856.000,1.899
50857.000,2.039
50858.000,1.893
50859.000,1.629
50860.000,1.672
50861.000,1.716
50862.000,1.500
50863.000,1.769
50864.000,2.183
50865.000,2.067
50866.000,1.512
50867.000,1.602
50868.000,1.806
50869.000,1.845
50870.000,1.950
50871.000,1.632
50872.000,1.572
50873.000,1.982
50874.000,1.521
50875.000,1.876
50876.000,1.599
50877.000,1.749
50878.000,1.351
50879.000,1.493
50880.000,1.691
50881.000,1.567
50882.000,1.751
50883.000,1.614
50884.000,1.656
50885.000,1.690
50886.000,1.667
50887.000,1.894
50888.000,1.879
50889.000,1.604
50890.000,1.414
50891.000,1.635
50892.000,1.842
50893.000,1.652
50894.000,1.947
50895.000,1.667
50896.000,1.330
50897.000,1.774
50898.000,1.634
50899.000,1.743
50900.000,2.126
50901.000,1.869
50902.000,1.920
50903.000,1.933
50904.000,1.634
50905.000,1.530
50906.000,1.474
50907.000,1.325
50908.000,1.962
50909.000,2.118
50910.000,2.142
50911.000,1.489
50912.000,1.795
50913.000,1.694
50914.000,1.583
50915.000,2.026
50916.000,1.876
50917.000,1.807
50918.000,1.422
50919.000,1.391
50920.000,2.040
50921.000,1.658
50922.000,1.693
50923.000,1.542
50924.000,1.919
50925.000,1.592
50926.000,1.681
50927.000,1.884
50928.000,1.979
50929.000,1.662
50930.000,1.585
50931.000,2.142
50932.000,1.869
50933.000,1.812
50934.000,1.258
50935.000,1.699
50936.000,2.159
50937.000,1.701
50938.000,1.752
50939.000,1.846
50940.000,1.641
50941.000,1.734
50942.000,1.905
50943.000,1.697
50944.000,2.219
50945.000,1.569
50946.000,1.735
50947.000,2.120
50948.000,1.843
50949.000,1.755
50950.000,1.832
50951.000,1.814
50952.000,1.625
50953.000,1.552
50954.000,2.001
50955.000,1.847
50956.000,1.708
50957.000,1.731
50958.000,2.156
50959.000,2.206
50960.000,1.635
50961.000,1.941
50962.000,2.034
50963.000,2.328
50964.000,1.535
50965.000,1.279
50966.000,1.459
50967.000,1.483
50968.000,2.148
50969.000,1.957
50970.000,1.690
50971.000,1.753
50972.000,1.776
50973.000,1.648
50974.000,2.045
50975.000,1.696
50976.000,1.240
50977.000,1.871
50978.000,1.313
50979.000,1.988
50980.000,1.964
50981.000,1.620
50982.000,1.649
50983.000,1.866
50984.000,1.409
50985.000,1.675
50986.000,1.768
50987.000,1.845
50988.000,1.859
50989.000,2.116
50990.000,1.568
50991.000,2.177
50992.000,2.101
50993.000,2.072
50994.000,1.927
50995.000,1.635
50996.000,1.578
50997.000,1.571
50998.000,1.546
50999.000,1.917
51000.000,1.802
51001.000,1.844
51002.000,1.729
51003.000,1.526
51004.000,1.646
51005.000,1.619
51006.000,2.010
51007.000,1.877
51008.000,1.494
51009.000,1.707
51010.000,1.882
51011.000,1.453
51012.000,1.721
51013.000,1.320
51014.000,1.947
51015.000,1.637
51016.000,2.018
51017.000,1.769
51018.000,1.527
51019.000,1.777
51020.000,1.973
51021.000,1.963
51022.000,1.331
51023.000,2.141
51024.000,1.544
51025.000,1.909
51026.000,1.953
51027.000,1.891
51028.000,1.859
51029.000,1.839
51030.000,1.959
51031.000,1.121
51032.000,1.838
51033.000,1.926
51034.000,1.553
51035.000,2.233
51036.000,1.586
51037.000,2.024
51038.000,1.435
51039.000,1.773
51040.000,1.980
51041.000,1.794
51042.000,1.436
51043.000,1.812
51044.000,1.895
51045.000,1.528
51046.000,1.941
51047.000,1.775
51048.000,1.695
51049.000,1.817
51050.000,1.731
51051.000,2.257
51052.000,1.838
51053.000,1.546
51054.000,1.770
51055.000,2.043
51056.000,1.567
51057.000,1.872
51058.000,1.883
51059.000,2.197
51060.000,1.863
51061.000,1.966
51062.000,2.058
51063.000,1.758
51064.000,2.292
51065.000,1.634
51066.000,2.069
51067.000,1.314
51068.000,1.652
51069.000,1.838
51070.000,1.653
51071.000,1.624
51072.000,1.430
51073.000,1.675
51074.000,2.223
51075.000,1.892
51076.000,1.442
51077.000,2.241
51078.000,2.241
51079.000,1.667
51080.000,1.866
51081.000,2.005
51082.000,1.737
51083.000,1.684
51084.000,1.600
51085.000,1.753
51086.000,1.400
51087.000,1.880
51088.000,1.851
51089.000,1.758
51090.000,1.734
51091.000,1.775
51092.000,1.815
51093.000,1.422
51094.000,1.566
51095.000,1.517
51096.000,1.576
51097.000,1.804
51098.000,2.047
51099.000,1.605
51100.000,1.526
51101.000,1.905
51102.000,2.098
51103.000,1.821
51104.000,1.911
51105.000,1.808
51106.000,1.752
51107.000,1.792
51108.000,1.601
51109.000,1.813
51110.000,1.592
51111.000,1.817
51112.000,1.582
51113.000,1.682
51114.000,1.789
51115.000,1.539
51116.000,2.072
51117.000,1.685
51118.000,1.730
51119.000,2.047
51120.000,1.784
51121.000,2.262
51122.000,1.927
51123.000,1.336
51124.000,1.928
51125.000,1.781
51126.000,1.792
51127.000,1.566
51128.000,1.793
51129.000,1.682
51130.000,2.062
51131.000,1.685
51132.000,2.348
51133.000,2.160
51134.000,1.769
51135.000,1.846
51136.000,1.383
51137.000,1.603
51138.000,1.873
51139.000,1.574
51140.000,1.674
51141.000,1.694
51142.000,2.041
51143.000,1.597
51144.000,1.389
51145.000,1.456
51146.000,1.943
51147.000,1.687
51148.000,2.028
51149.000,1.626
51150.000,1.922
51151.000,1.481
51152.000,1.869
51153.000,1.926
51154.000,1.692
51155.000,1.607
51156.000,1.896
51157.000,1.946
51158.000,1.580
51159.000,1.767
51160.000,1.590
51161.000,1.796
51162.000,1.619
51163.000,1.780
51164.000,1.865
51165.000,2.084
51166.000,2.289
51167.000,1.939
51168.000,1.928
51169.000,2.268
51170.000,2.053
51171.000,1.773
51172.000,1.844
51173.000,2.301
51174.000,1.544
51175.000,1.742
51176.000,1.694
51177.000,1.612
51178.000,1.671
51179.000,1.976
51180.000,1.783
51181.000,1.515
51182.000,1.763
51183.000,1.808
51184.000,1.660
51185.000,1.985
51186.000,2.102
51187.000,1.727
51188.000,1.679
51189.000,1.891
51190.000,1.686
51191.000,1.862
51192.000,1.903
51193.000,1.647
51194.000,1.908
51195.000,1.782
51196.000,1.566
51197.000,1.506
51198.000,1.533
51199.000,2.157
51200.000,1.686
51201.000,1.597
51202.000,1.515
51203.000,1.664
51204.000,1.430
51205.000,1.829
51206.000,1.947
51207.000,1.953
51208.000,1.848
51209.000,1.926
51210.000,2.061
51211.000,1.839
51212.000,1.659
51213.000,1.388
51214.000,1.227
51215.000,1.378
51216.000,1.646
51217.000,2.215
51218.000,1.996
51219.000,2.083
51220.000,1.533
51221.000,1.535
51222.000,1.664
51223.000,1.552
51224.000,2.079
51225.000,1.916
51226.000,1.648
51227.000,1.619
51228.000,1.941
51229.000,1.819
51230.000,1.884
51231.000,1.798
51232.000,1.955
51233.000,2.138
51234.000,1.561
51235.000,1.777
51236.000,1.725
51237.000,1.888
51238.000,1.978
51239.000,1.921
51240.000,1.674
51241.000,1.827
51242.000,2.088
51243.000,1.878
51244.000,1.300
51245.000,1.910
51246.000,1.878
51247.000,1.911
51248.000,1.693
51249.000,1.604
51250.000,2.067
51251.000,1.855
51252.000,1.622
51253.000,1.819
51254.000,1.430
51255.000,1.975
51256.000,1.674
51257.000,1.293
51258.000,1.977
51259.000,1.468
51260.000,1.695
51261.000,2.085
51262.000,1.554
51263.000,1.922
51264.000,1.678
51265.000,1.925
51266.000,1.727
51267.000,1.679
51268.000,2.165
51269.000,1.449
51270.000,1.143
51271.000,2.073
51272.000,1.637
51273.000,1.510
51274.000,1.671
51275.000,1.955
51276.000,1.516
51277.000,1.890
51278.000,1.948
51279.000,2.017
51280.000,1.598
51281.000,1.695
51282.000,1.930
51283.000,1.987
51284.000,1.862
51285.000,1.883
51286.000,1.819
51287.000,1.575
51288.000,2.139
51289.000,1.762
51290.000,1.652
51291.000,1.702
51292.000,1.701
51293.000,1.878
51294.000,1.872
51295.000,2.113
51296.000,1.495
51297.000,2.330
51298.000,1.476
51299.000,1.974
51300.000,2.148
51301.000,1.750
51302.000,1.562
51303.000,1.705
51304.000,1.773
51305.000,1.786
51306.000,2.034
51307.000,1.647
51308.000,1.807
51309.000,1.542
51310.000,1.887
51311.000,2.119
51312.000,1.494
51313.000,2.196
51314.000,1.790
51315.000,1.674
51316.000,1.767
51317.000,1.817
51318.000,1.674
51319.000,1.948
51320.000,1.818
51321.000,2.160
51322.000,2.060
51323.000,1.938
51324.000,1.735
51325.000,1.637
51326.000,1.836
51327.000,1.831
51328.000,1.838
51329.000,1.585
51330.000,1.515
51331.000,1.594
51332.000,1.896
51333.000,2.003
51334.000,1.524
51335.000,1.627
51336.000,1.558
51337.000,1.160
51338.000,1.760
51339.000,1.592
51340.000,1.497
51341.000,1.088
51342.000,2.025
51343.000,2.215
51344.000,1.596
51345.000,1.905
51346.000,1.777
51347.000,1.894
51348.000,1.566
51349.000,1.707
51350.000,1.870
51351.000,1.724
51352.000,2.044
51353.000,1.844
51354.000,2.080
51355.000,2.034
51356.000,1.414
51357.000,1.931
51358.000,1.989
51359.000,2.005
51360.000,1.572
51361.000,2.108
51362.000,1.612
51363.000,1.814
51364.000,1.880
51365.000,2.093
51366.000,2.044
51367.000,1.716
51368.000,1.941
51369.000,1.822
51370.000,1.765
51371.000,1.899
51372.000,2.237
51373.000,1.520
51374.000,1.519
51375.000,1.968
51376.000,2.036
51377.000,2.326
51378.000,1.727
51379.000,1.515
51380.000,2.024
51381.000,1.786
51382.000,1.793
51383.000,1.955
51384.000,1.597
51385.000,1.502
51386.000,1.674
51387.000,1.931
51388.000,1.706
51389.000,2.012
51390.000,1.933
51391.000,1.569
51392.000,1.939
51393.000,1.992
51394.000,1.860
51395.000,1.769
51396.000,1.545
51397.000,2.174
51398.000,1.859
51399.000,1.375
51400.000,1.881
51401.000,1.560
51402.000,2.154
51403.000,1.941
51404.000,1.423
51405.000,1.789
51406.000,1.665
51407.000,1.336
51408.000,1.937
51409.000,1.433
51410.000,1.444
51411.000,1.803
51412.000,1.754
51413.000,1.876
51414.000,1.790
51415.000,2.085
51416.000,1.746
51417.000,1.721
51418.000,1.675
51419.000,1.871
51420.000,1.938
51421.000,1.755
51422.000,2.024
51423.000,2.009
51424.000,1.609
51425.000,2.201
51426.000,1.903
51427.000,1.725
51428.000,1.872
51429.000,1.572
51430.000,1.444
51431.000,1.889
51432.000,1.482
51433.000,1.638
51434.000,2.094
51435.000,1.917
51436.000,2.125
51437.000,1.620
51438.000,2.511
51439.000,1.689
51440.000,1.834
51441.000,2.106
51442.000,1.758
51443.000,1.895
51444.000,1.477
51445.000,1.521
51446.000,1.969
51447.000,1.965
51448.000,1.992
51449.000,1.881
51450.000,1.769
51451.000,1.605
51452.000,1.249
51453.000,1.488
51454.000,1.847
51455.000,1.509
51456.000,1.513
51457.000,1.663
51458.000,1.920
51459.000,1.881
51460.000,1.774
51461.000,1.381
51462.000,2.345
51463.000,1.859
51464.000,1.765
51465.000,1.563
51466.000,1.587
51467.000,1.572
51468.000,1.937
51469.000,1.974
51470.000,1.533
51471.000,1.872
51472.000,1.961
51473.000,1.694
51474.000,1.438
51475.000,2.138
51476.000,1.654
51477.000,1.804
51478.000,2.013
51479.000,1.846
51480.000,2.212
51481.000,1.658
51482.000,1.823
51483.000,1.699
51484.000,1.579
51485.000,1.491
51486.000,1.532
51487.000,1.661
51488.000,2.254
51489.000,1.666
51490.000,1.892
51491.000,1.899
51492.000,1.596
51493.000,1.504
51494.000,1.620
51495.000,1.510
51496.000,1.891
51497.000,1.808
51498.000,1.611
51499.000,1.726
51500.000,1.698
51501.000,1.584
51502.000,1.920
51503.000,2.183
51504.000,1.457
51505.000,1.571
51506.000,1.677
51507.000,1.531
51508.000,1.884
51509.000,1.696
51510.000,1.834
51511.000,1.790
51512.000,1.663
51513.000,1.688
51514.000,1.950
51515.000,1.542
51516.000,1.256
51517.000,1.899
51518.000,1.828
51519.000,1.726
51520.000,1.937
51521.000,1.918
51522.000,1.440
51523.000,1.902
51524.000,1.751
51525.000,1.889
51526.000,1.951
51527.000,1.523
51528.000,1.724
51529.000,1.835
51530.000,1.858
51531.000,1.807
51532.000,2.037
51533.000,1.718
51534.000,1.594
51535.000,1.922
51536.000,2.059
51537.000,1.492
51538.000,1.975
51539.000,2.059
51540.000,1.735
51541.000,1.357
51542.000,2.162
51543.000,1.327
51544.000,1.605
51545.000,1.795
51546.000,1.789
51547.000,2.060
51548.000,1.814
51549.000,1.623
51550.000,1.497
51551.000,1.611
51552.000,1.744
51553.000,1.891
51554.000,1.789
51555.000,1.908
51556.000,1.624
51557.000,1.780
51558.000,1.654
51559.000,1.880
51560.000,2.056
51561.000,1.853
51562.000,1.776
51563.000,2.055
51564.000,1.634
51565.000,1.810
51566.000,1.678
51567.000,1.818
51568.000,2.171
51569.000,1.736
51570.000,1.830
51571.000,1.832
51572.000,1.949
51573.000,1.735
51574.000,1.856
51575.000,1.665
51576.000,1.988
51577.000,2.118
51578.000,1.919
51579.000,1.548
51580.000,1.391
51581.000,2.017
51582.000,1.468
51583.000,1.171
51584.000,1.300
51585.000,1.522
51586.000,2.002
51587.000,1.685
51588.000,1.734
51589.000,1.735
51590.000,1.845
51591.000,1.929
51592.000,1.750
51593.000,1.685
51594.000,1.485
51595.000,1.775
51596.000,1.737
51597.000,1.840
51598.000,1.919
51599.000,1.986
51600.000,1.972
51601.000,1.683
51602.000,1.916
51603.000,1.684
51604.000,1.806
51605.000,1.885
51606.000,1.614
51607.000,1.856
51608.000,1.750
51609.000,1.556
51610.000,1.928
51611.000,1.562
51612.000,1.812
51613.000,1.837
51614.000,1.889
51615.000,1.444
51616.000,1.928
51617.000,1.903
51618.000,1.556
51619.000,1.793
51620.000,1.612
51621.000,1.970
51622.000,1.910
51623.000,2.376
51624.000,1.583
51625.000,1.543
51626.000,1.672
51627.000,2.360
51628.000,1.594
51629.000,1.690
51630.000,1.755
51631.000,1.749
51632.000,1.370
51633.000,1.741
51634.000,1.815
51635.000,1.879
51636.000,1.895
51637.000,1.883
51638.000,1.989
51639.000,1.459
51640.000,1.326
51641.000,1.758
51642.000,2.112
51643.000,1.523
51644.000,2.222
51645.000,1.751
51646.000,1.956
51647.000,1.761
51648.000,1.673
51649.000,2.045
51650.000,1.396
51651.000,2.042
51652.000,1.709
51653.000,1.684
